Question,PlainTextAnswer,MLAI's ChatGPT Responses
What to do if I have query regarding loan?,"{""title"":"""",""options"":[{""title"":""Home Loan"",""content"":""2166182883"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]},{""title"":""Personal loan"",""content"":""Please select from below"",""type"":""persist"",""kind"":""none"",""options"":[{""title"":""Apply for a Personal Loan"",""content"":""2145987903"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]},{""title"":""Personal Loan EMI Calculator"",""content"":""2165859023"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]},{""title"":""Interest rate for Personal Loan."",""content"":""2135959063"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]},{""title"":""Documents required for Personal Loan"",""content"":""2165858573"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]},{""title"":""Close my Personal Loan?"",""content"":""2145994793"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]}]},{""title"":""Auto Loan"",""content"":""2145987633"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]},{""title"":""Gold Loan"",""content"":""2156939103"",""type"":""persist"",""kind"":""articleTitle"",""options"":[]}],""content"":""Please select the type of loan you wish to know about""}",
How to request for a duplicate physical statement.?,You can request for a duplicate statement through Internet Banking > Customer Service > Service Requests > Bank Accounts > Statement Related > Request for Bank Statement (Duplicate Physical Copy).You may view the duplicate statement charges requested through different channels at www.icicibank.com > Service Charges & Fee (at the bottom of the page) > Common Charges Across Savings Accounts.,
How do I check Car Loan EMI?,Please click here https://www.icicibank.com/calculator/car-loan-emi-calculator.page to calculate the car loan EMI.,
What are the charges for IMPS transaction?,To know the charges for IMPS transaction please click here https://www.icicibank.com/Personal-Banking/onlineservice/online-services/FundsTransfer/neft-rtgs.page .,
Where do I see my due bills?,It will be visible in the Bill Payments section.,
Why should I buy a CPP Card Protection membership?,"When you realise that your wallet is missing, it's a race against time to have all your cards stopped immediately. With CPP Card Protection, all it takes is one free call to our customer service team and they will contact your card issuers to have your cards cancelled within minutes. So no matter where you are in the world, we will take care of it for you.Click here #valueAddedCardProtection to navigate.",
"How will interest be charged and recovered for retail term loans such as HomeLoans, Personal Loans, Consumer Durable Loans, Two-Wheeler Loans, Auto Loans?","The accrued interest would be added to the principal amount, resulting to increase in residual tenure of the loan. If the loan tenure cannot be extended, the EMI amount will increase. Please refer to the relevant applicable terms and conditions for further details. Example (i): Mr. ABC has a home loan with the Bank, with the principal outstanding of Rs. 50 lakh and residual tenure of 180 months. He has decided to avail the moratorium facility to defer his EMIs that are due on April 01 and May 01, 2020. In this case, hisrevised tenure would increase from 180 to 186 months to recover the additional accrued interest of Rs. 2,58,914, keeping the instalment amount unchanged. Example (ii): Ms. XYZ has a personal loan with the Bank, with the principle outstanding of Rs. 8 lakh and residual tenure of 30 months. She has decided to avail the moratorium facility to defer her EMIs that are due on the 1st day of April and May, 2020 consecutively. In this case, her revised tenure would increase from 30 to 31 months to recover the additional accrued interest of Rs. 21,872, keeping the instalment amount the same. Example (iii): Mr. ABC has a car loan with the Bank, with the principal outstanding of Rs. 10 lakh and residual tenure of 78 months. He has decided to avail the moratorium facility to defer his EMIs that are due on the 1st day of April and May, 2020 consecutively. In this case, his revised tenure would increase from 78 to 80 months to recover the additional accrued interest of Rs. 32,355, keeping the instalment amount the same.",
How do I unblock my ICICI Bank Credit Card?,"{     ""title"": """",     ""options"": [         {             ""title"": ""Back To Menu"",             ""kind"": ""back-to-menu"",             ""type"": ""quick"",             ""events"": [],             ""content"": ""1667452521""         }     ],     ""content"": ""<p>If you have blocked your credit card temporarily through iMobile Pay, to unlock it please login to iMobile Pay app and go to manage credit card section.</p><br>&nbsp;<br><br><p>In case, you have blocked your credit card permanently, you cannot unblock it. Please&nbsp;<a href='https://infinity.icicibank.com/corp/AuthenticationController?FORMSGROUP_ID__=AuthenticationFG&amp;__START_TRAN_FLAG__=Y&amp;FG_BUTTONS__=LOAD&amp;ACTION.LOAD=Y&amp;AuthenticationFG.LOGIN_FLAG=1&amp;BANK_ID=ICI&amp;CTA_FLAG=CCU' target='_blank'>click here</a>&nbsp;to login and reissue your credit card.</p><br>"",""isCTA"":true}",
Will I receive an acknowledgement of receipt of money by the receiver in Smart Money Order?,"Yes, India Post will send an acknowledgement of receipt of money to the address of the sender as mentioned by you at the time of making the request.",
What is iBox?,"ICICI Bank has launched a self-service delivery tool for customers called the iBox. iBox is an automated parcel delivery terminal that gives you the flexibility to pick-up your Bank deliverables like Cheque book, 24x7.iBox is for convenience of customers who are not available at home to receive the deliverable.",
Is there any limit on the value of transactions in Aadhaar Pay?,The current limit is Rs. 2000 per transaction. However this will be reviewed and changed from time to time.,
Whom should I contact if I want to deactivate the auto recharge facility for Unifare Mumbai Metro Debit Cards?,"For deactivation, please visit the Customer Service window at any of the designated Mumbai Metro stations with your ICICI Bank Unifare Mumbai Metro Debit Card. Please note that once deactivated, the auto recharge facility cannot be reactivated on your card. If you wish to avail the auto recharge facility again, please place a request for a replacement card* by calling our Customer Care.*Replacement charges as applicable will be levied.",
What if I do not have a physical original PAN card?,"Customer mandatorily has to have a original physical PAN card present with him/her while attempting Video-KYC. Without it, customer cannot complete KYC through video call.",
What are the benefits of the ForeignCurrencyCheques facility?,"Get fast credit into your ICICI Bank account for foreign currency cheques issued abroad. XXXXCheques, travellers cheques, demand drafts, cashier orders, pay orders, and bankers cheques are all accepted. XXXXMoney is credited into your account ranging from immediately to 21 days.",
Eligibility Criteria for NRE Expressions Debit Card,Available only on NRE account.,
Can I request for extending shipment time in iBox for few more days ?,"No. The shipment will be stored in iBox for 7 days only. After 7 days, an SMS will be sent on your registered mobile number.",
I am unable to use my debit card at an ATM? What should I do?,"If you are not able to view the grid values on your card or In case you are getting response as invalid card, please try using your card at any other location. If you are still facing an issue, please make a request for replacement of debit card.You may go to Internet Banking > Customer Service > Service Requests > Bank Accounts > Debit Card Related > Request for Debit CardOnce the request is made, the first attempt will be made by courier within 5 working days at your Indian communication address in case your address updated in our records is overseas card will be delivered within 12 working days.",
Are signatures required for all joint account holders for Invest@ease?,"All joint account holders’ signatures are required on the letter of authority, as the account will be debited for purchase for invest@ease.",
What to do if I get an error in Money 2 world?,"In case you are facing issues while initiating Money2World transactions or applying promo codes, Please write to us at nri@icicibank.com from your registered email ID. Kindly mention the issue details along with the screenshot of the error.",
